@tax	con.depth.100.seq.bifido	con.depth.1000.seq.bifido	con.depth.10000.seq.bifido	con.depth.100000.seq.bifido	con.depth.500000.seq.bifido	conbif.200000	conbif.40000	conbif.80000
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella_sp._1_3_56FAA;t__Eggerthella_sp._1_3_56FAA_1_3_56FAA	165	165	165	163	159	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella_sp._YY7918;t__Eggerthella_sp._YY7918_YY7918	91	91	91	91	88	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Other;t__Other	949	949	949	940	914	4	1	3
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Enterorhabdus;s__Enterorhabdus_caecimuris;t__Enterorhabdus_caecimuris_B7	5854	5854	5850	5798	5592	51	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Enterorhabdus;s__Enterorhabdus_mucosicola;t__Enterorhabdus_mucosicola_DSM_19490	382	382	382	379	364	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Enterorhabdus;s__Other;t__Other	306	306	306	303	295	3	1	1
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter_pamelaeae;t__Gordonibacter_pamelaeae_7-10-1-bT	1193	1193	1193	1184	1146	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter_urolithinfaciens;t__Gordonibacter_urolithinfaciens_DSM_27213T	388	388	388	384	374	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Other;t__Other	156	156	156	156	147	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Other;s__Other;t__Other	787	787	787	782	760	8	4	5
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Phoenicibacter;s__Phoenicibacter_massiliensis;t__Phoenicibacter_massiliensis_Marseille-P3241	99	99	99	98	91	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Raoultibacter;s__Raoultibacter_massiliensis;t__Raoultibacter_massiliensis_Marseille-P2849	87	87	87	86	82	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Raoultibacter;s__Raoultibacter_timonensis;t__Raoultibacter_timonensis_Marseille-P3277	114	114	114	113	109	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Slackia;s__Slackia_piriformis;t__Slackia_piriformis_YIT_12062	821	821	821	817	787	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Other;f__Other;g__Other;s__Other;t__Other	501	501	501	499	486	9	3	7
k__Bacteria;p__Actinobacteria;c__Other;o__Other;f__Other;g__Other;s__Other;t__Other	133	133	133	131	127	4	2	2
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_barnesiae;t__Bacteroides_barnesiae_DSM_18169	486	486	486	484	468	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_bouchesdurhonensis;t__Bacteroides_bouchesdurhonensis_Marseille-P2653	1529	1529	1528	1519	1470	12	3	5
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_caccae;t__Bacteroides_caccae_2789STDY5834880	4705	4705	4703	4668	4520	32	8	14
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_caccae;t__Bacteroides_caccae_2789STDY5834946	3010	3010	3007	2983	2881	20	4	7
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_caccae;t__Bacteroides_caccae_ATCC_43185	10812	10811	10805	10724	10359	71	12	28
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_caccae;t__Bacteroides_caccae_CL03T12C61	8144	8143	8138	8079	7783	69	11	20
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_caccae;t__Other	169153	169143	169015	167690	161939	1305	275	519
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_caecimuris;t__Bacteroides_caecimuris_I48	1514	1514	1513	1502	1440	6	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus;t__Bacteroides_cellulosilyticus_CL02T12C19	1181	1181	1180	1169	1132	5	0	2
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus;t__Bacteroides_cellulosilyticus_CL09T06C25	731	731	731	724	703	3	1	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus;t__Bacteroides_cellulosilyticus_DSM_14838	2516	2515	2513	2494	2413	17	4	8
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus;t__Bacteroides_cellulosilyticus_WH2	3017	3016	3015	2993	2895	21	9	10
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus;t__Other	12054	12053	12045	11939	11549	97	22	40
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_clarus;t__Bacteroides_clarus_YIT_12056	11176	11176	11169	11067	10692	80	0	34
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola;t__Bacteroides_coprocola_DSM_17136	40338	40333	40301	39974	38599	316	63	119
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprophilus;t__Bacteroides_coprophilus_DSM_18228	2902	2902	2899	2874	2777	20	6	8
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprosuis;t__Bacteroides_coprosuis_DSM_18011	68	68	68	68	65	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_dorei;t__Bacteroides_dorei_5_1_36/D4	3472	3472	3469	3442	3327	34	3	10
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_dorei;t__Bacteroides_dorei_CL02T00C15	49	49	49	49	47	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_dorei;t__Bacteroides_dorei_CL02T12C06	25	25	25	24	23	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_dorei;t__Bacteroides_dorei_CL03T12C01_GCF_000273075.1	46	46	46	46	43	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_dorei;t__Bacteroides_dorei_CL03T12C01_GCF_001640865.1	42	42	42	42	40	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_dorei;t__Bacteroides_dorei_DSM_17855	3403	3403	3400	3372	3249	26	2	8
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_dorei;t__Other	14400	14399	14386	14270	13779	104	23	42
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_eggerthii;t__Bacteroides_eggerthii_1_2_48FAA	18138	18137	18124	17985	17371	127	23	52
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_eggerthii;t__Bacteroides_eggerthii_DSM_20697	17736	17734	17720	17563	16968	122	24	49
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_eggerthii;t__Other	55990	55986	55945	55517	53628	425	88	180
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_faecichinchillae;t__Bacteroides_faecichinchillae_JCM_17102	1258	1258	1257	1249	1207	7	0	4
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_faecis;t__Bacteroides_faecis_MAJ27	5468	5468	5463	5417	5223	37	9	15
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_finegoldii;t__Bacteroides_finegoldii_2789STDY5608840	548	548	548	545	532	3	2	3
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_finegoldii;t__Bacteroides_finegoldii_CL09T03C10	2724	2724	2722	2695	2599	21	2	7
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_finegoldii;t__Bacteroides_finegoldii_DSM_17565	3149	3149	3148	3121	3020	26	4	11
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_finegoldii;t__Other	2778	2778	2776	2754	2658	29	9	14
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fluxus;t__Bacteroides_fluxus_YIT_12057	1745	1744	1743	1726	1667	10	0	4
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_321_BFRA	653	653	653	647	627	6	0	2
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_3_1_12	1851	1851	1850	1838	1773	14	3	6
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_638R	427	427	425	423	409	4	2	2
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_BE1	42	42	42	41	41	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_BOB25	90	90	90	90	87	1	0	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_CL07T00C01	15	15	15	15	15	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_CL07T12C05	54	54	54	53	50	1	0	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_DCMOUH0042B	286	286	286	284	276	3	1	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_HMW_610	2769	2769	2767	2743	2645	27	7	13
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_HMW_615	332	332	331	328	319	1	1	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_HMW_616	793	793	792	783	759	4	0	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_Q1F2	892	892	892	885	856	12	1	2
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_S14	172	172	172	171	165	2	0	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_YCH46	759	759	758	752	732	6	1	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Other	17507	17506	17494	17352	16748	136	31	65
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_gallinarum;t__Bacteroides_gallinarum_DSM_18171	529	529	529	524	508	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_helcogenes;t__Bacteroides_helcogenes_P_36-108	174	174	173	172	166	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_heparinolyticus;t__Bacteroides_heparinolyticus_F0111	43	43	43	42	41	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_intestinalis;t__Bacteroides_intestinalis_KLE1704	2545	2545	2543	2521	2434	16	2	8
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_massiliensis;t__Bacteroides_massiliensis_DSM_17679_GCF_000373085.1	303	303	303	301	289	3	0	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_massiliensis;t__Bacteroides_massiliensis_DSM_17679_GCF_000382445.1	716	716	716	711	686	3	0	3
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_massiliensis;t__Other	179068	179053	178908	177542	171551	1376	0	595
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_mediterraneensis;t__Bacteroides_mediterraneensis_Marseille-P2644	864	864	863	857	830	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_nordii;t__Bacteroides_nordii_CL02T12C05	749	749	749	743	721	10	3	5
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_oleiciplenus;t__Bacteroides_oleiciplenus_YIT_12058	1258	1258	1257	1245	1204	12	0	5
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus;t__Bacteroides_ovatus_2789STDY5834943	2646	2646	2643	2625	2528	17	1	6
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus;t__Bacteroides_ovatus_3_8_47FAA	2698	2698	2696	2672	2587	14	2	5
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus;t__Bacteroides_ovatus_ATCC_8483_GCF_000154125.1	22	22	22	22	22	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus;t__Bacteroides_ovatus_CL02T12C04	949	949	948	941	909	6	0	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus;t__Bacteroides_ovatus_CL03T12C18	1560	1560	1558	1542	1484	11	3	5
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus;t__Bacteroides_ovatus_CL09T03C03	129	129	129	127	124	1	1	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus;t__Bacteroides_ovatus_KLE1656	2161	2161	2160	2143	2068	20	5	9
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus;t__Bacteroides_ovatus_NLAE-zl-C500	7799	7799	7793	7736	7480	56	10	15
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus;t__Bacteroides_ovatus_NLAE-zl-C57	8991	8990	8982	8914	8603	68	14	28
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus;t__Bacteroides_ovatus_V975	11	11	11	11	10	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus;t__Other	71679	71675	71623	71073	68715	523	99	201
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_paurosaccharolyticus;t__Bacteroides_paurosaccharolyticus_JCM_15092	55	55	55	55	54	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius;t__Bacteroides_plebeius_DSM_17135	671	671	670	665	642	4	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_pyogenes;t__Bacteroides_pyogenes_DSM_20611	139	139	139	136	132	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_pyogenes;t__Bacteroides_pyogenes_JCM_10003	93	93	93	93	90	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_pyogenes;t__Other	55	55	55	55	52	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_reticulotermitis;t__Bacteroides_reticulotermitis_JCM_10512	56	56	55	54	53	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salanitronis;t__Bacteroides_salanitronis_DSM_18170	1380	1380	1378	1366	1313	11	0	10
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salyersiae;t__Bacteroides_salyersiae_2789STDY5608871	385	385	384	382	369	1	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salyersiae;t__Bacteroides_salyersiae_CL02T12C01	273	273	272	271	261	1	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salyersiae;t__Bacteroides_salyersiae_DSM_18765	465	465	465	461	443	2	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salyersiae;t__Other	2384	2384	2383	2363	2286	17	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sartorii;t__Bacteroides_sartorii_dnLKV3	2085	2085	2084	2066	1986	17	0	5
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._1_1_30;t__Bacteroides_sp._1_1_30_1_1_30	4314	4312	4310	4275	4135	35	5	9
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._2_1_16;t__Bacteroides_sp._2_1_16_2_1_16	174	174	174	173	167	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._2_1_22;t__Bacteroides_sp._2_1_22_2_1_22	203	203	203	201	192	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._2_1_33B;t__Bacteroides_sp._2_1_33B_2_1_33B	1184	1184	1184	1174	1131	13	2	3
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._2_2_4;t__Bacteroides_sp._2_2_4_2_2_4	1797	1797	1796	1785	1725	10	4	5
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._3_1_13;t__Bacteroides_sp._3_1_13_3_1_13	2219	2219	2218	2201	2126	10	2	4
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._3_1_19;t__Bacteroides_sp._3_1_19_3_1_19	790	790	790	781	758	4	0	2
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._3_1_23;t__Bacteroides_sp._3_1_23_3_1_23	4118	4118	4115	4080	3955	36	5	13
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._3_1_33FAA;t__Bacteroides_sp._3_1_33FAA_3_1_33FAA	2585	2585	2583	2564	2473	15	0	6
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._3_1_40A;t__Bacteroides_sp._3_1_40A_3_1_40A	2382	2382	2380	2363	2287	18	2	8
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._4_1_36;t__Bacteroides_sp._4_1_36_4_1_36	2731	2731	2729	2703	2611	18	3	5
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._4_3_47FAA;t__Bacteroides_sp._4_3_47FAA_4_3_47FAA	7452	7451	7445	7384	7129	58	13	24
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._9_1_42FAA;t__Bacteroides_sp._9_1_42FAA_9_1_42FAA	2896	2896	2894	2870	2787	23	6	9
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._AR20;t__Bacteroides_sp._AR20_AR20	272	272	272	270	262	2	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._AR29;t__Bacteroides_sp._AR29_AR29	5591	5590	5586	5540	5346	45	9	19
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._D20;t__Bacteroides_sp._D20_D20	8902	8902	8896	8830	8537	68	14	25
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._D22;t__Bacteroides_sp._D22_D22	1739	1739	1738	1729	1663	11	2	5
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._HMSC067B03;t__Bacteroides_sp._HMSC067B03_HMSC067B03	1187	1187	1186	1175	1139	9	0	5
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._HMSC068A09;t__Bacteroides_sp._HMSC068A09_HMSC068A09	295	295	295	291	280	1	0	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._HMSC073E02;t__Bacteroides_sp._HMSC073E02_HMSC073E02	2684	2684	2681	2662	2566	24	7	10
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._HPS0048;t__Bacteroides_sp._HPS0048_HPS0048	754	754	754	748	722	7	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._Marseille-P3166;t__Bacteroides_sp._Marseille-P3166_Marseille-P3166	1042	1042	1040	1028	988	8	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._Marseille-P3208T;t__Bacteroides_sp._Marseille-P3208T_Marseille-P3208	829	829	828	821	797	4	0	4
