tax	con.depth.100.seq.bifido	con.depth.1000.seq.bifido	con.depth.10000.seq.bifido	con.depth.100000.seq.bifido	con.depth.500000.seq.bifido	conbif.200000	conbif.40000	conbif.80000
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_timonensis;t__Alistipes_timonensis_DSM_25383	8.71E-05	8.71E-05	8.70E-05	8.60E-05	8.21E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Other;t__Other	0.009313849	0.009313076	0.009302802	0.009196212	0.008755636	0.008622145	0.009639617	0.009105533
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Other;s__Other;t__Other	3.50E-05	3.50E-05	3.48E-05	3.43E-05	3.26E-05	6.03E-05	0	3.04E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella;s__Rikenella_microfusus;t__Rikenella_microfusus_DSM_15922	1.03E-05	1.03E-05	1.03E-05	1.02E-05	9.83E-06	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter_massiliensis;t__Tidjanibacter_massiliensis_Marseille-P3084	1.34E-05	1.34E-05	1.34E-05	1.29E-05	1.22E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Other;s__Other;t__Other	2.69E-06	2.69E-06	2.69E-06	2.68E-06	2.55E-06	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Other;t__Other	0.00462772	0.004627288	0.004622068	0.004569472	0.004354385	0.004666811	0.004032258	0.004431359
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_distasonis;t__Other	0.000137309	0.000137305	0.000137164	0.000135502	0.00012913	0.000120589	0.000252016	0.000182111
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_distasonis;t__Parabacteroides_distasonis_2789STDY5608822	0.000142779	0.000142775	0.000142632	0.000141136	0.000133862	0.000132648	0	6.07E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_distasonis;t__Parabacteroides_distasonis_2789STDY5608872	0.000117468	0.000117465	0.000117424	0.000116105	0.000110657	8.44E-05	0.000126008	0.000121407
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_distasonis;t__Parabacteroides_distasonis_2789STDY5834901	0.000186077	0.000186071	0.000185913	0.000183717	0.000174812	0.000144707	0.000126008	9.11E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_distasonis;t__Parabacteroides_distasonis_2789STDY5834948	9.33E-05	9.33E-05	9.30E-05	9.20E-05	8.77E-05	9.65E-05	0	9.11E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_distasonis;t__Parabacteroides_distasonis_ATCC_8503	0.000130634	0.000130629	0.000130491	0.000128852	0.000122669	0.000168825	0.000189012	0.000182111
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_distasonis;t__Parabacteroides_distasonis_CL03T12C09	0.000119694	0.00011969	0.000119463	0.000118045	0.000112568	8.44E-05	6.30E-05	3.04E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_distasonis;t__Parabacteroides_distasonis_CL09T03C24	5.07E-05	5.07E-05	5.06E-05	5.02E-05	4.78E-05	3.62E-05	6.30E-05	3.04E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_goldsteinii;t__Other	2.48E-05	2.48E-05	2.47E-05	2.44E-05	2.32E-05	1.21E-05	0	3.04E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_goldsteinii;t__Parabacteroides_goldsteinii_CL02T12C30	4.13E-05	4.13E-05	4.12E-05	4.09E-05	3.89E-05	4.82E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_goldsteinii;t__Parabacteroides_goldsteinii_DSM_19448	4.45E-05	4.45E-05	4.45E-05	4.39E-05	4.19E-05	3.62E-05	0	6.07E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_goldsteinii;t__Parabacteroides_goldsteinii_dnLKV18	9.92E-06	9.92E-06	9.92E-06	9.88E-06	9.37E-06	1.21E-05	0	3.04E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_gordonii;t__Other	2.17E-05	2.17E-05	2.17E-05	2.13E-05	2.01E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_gordonii;t__Parabacteroides_gordonii_DSM_23371	1.85E-06	1.85E-06	1.85E-06	1.85E-06	1.82E-06	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_gordonii;t__Parabacteroides_gordonii_MS-1	2.23E-06	2.23E-06	2.22E-06	2.22E-06	2.09E-06	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_johnsonii;t__Other	1.66E-05	1.66E-05	1.66E-05	1.63E-05	1.56E-05	1.21E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_johnsonii;t__Parabacteroides_johnsonii_CL02T12C29	3.16E-05	3.16E-05	3.15E-05	3.13E-05	2.98E-05	2.41E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_johnsonii;t__Parabacteroides_johnsonii_DSM_18315	3.25E-05	3.25E-05	3.25E-05	3.21E-05	3.05E-05	2.41E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_merdae;t__Other	0.005265869	0.00526486	0.005259419	0.00520163	0.004949803	0.004968285	0.004662298	0.004734877
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_merdae;t__Parabacteroides_merdae_2789STDY5834848	0.000108846	0.000108842	0.000108619	0.000107607	0.000102285	0.000132648	0.000126008	9.11E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_merdae;t__Parabacteroides_merdae_ATCC_43184	0.000126833	0.000126828	0.000126599	0.000125157	0.00011912	0.000144707	0.000189012	0.000212462
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_merdae;t__Parabacteroides_merdae_CL03T12C32	0.000573064	0.000572953	0.000572383	0.000566577	0.000538906	0.000542652	0.000189012	0.000485628
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_merdae;t__Parabacteroides_merdae_CL09T00C40	0.000118859	0.000118763	0.000118721	0.00011749	0.000111749	0.000120589	0.000189012	0.000151759
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp._20_3;t__Parabacteroides_sp._20_3_20_3	3.08E-05	3.08E-05	3.08E-05	3.05E-05	2.92E-05	1.21E-05	0	3.04E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp._2_1_7;t__Parabacteroides_sp._2_1_7_2_1_7	7.42E-06	7.42E-06	7.41E-06	7.30E-06	6.92E-06	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp._CT06;t__Parabacteroides_sp._CT06_CT06	2.01E-05	2.01E-05	2.01E-05	1.99E-05	1.89E-05	1.21E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp._D13;t__Parabacteroides_sp._D13_D13	0.000320883	0.000320872	0.000320297	0.000316448	0.000301212	0.000385886	0.000378024	0.00033387
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp._D26;t__Parabacteroides_sp._D26_D26	0.000227891	0.000227883	0.000227619	0.000225467	0.00021458	0.000180884	0.000252016	0.000212462
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp._HGS0025;t__Parabacteroides_sp._HGS0025_HGS0025	2.78E-06	2.78E-06	2.78E-06	2.77E-06	2.64E-06	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp._Marseille-P3668;t__Parabacteroides_sp._Marseille-P3668_Marseille-P3668	1.67E-06	1.67E-06	1.67E-06	1.66E-06	1.64E-06	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp._Marseille-P3763;t__Parabacteroides_sp._Marseille-P3763_Marseille-P3763	1.21E-05	1.21E-05	1.21E-05	1.20E-05	1.11E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp._SN4;t__Parabacteroides_sp._SN4_SN4	0.000285095	0.000285086	0.000284709	0.000281718	0.000268361	0.000325591	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_timonensis;t__Parabacteroides_timonensis_Marseille-P3236	2.58E-05	2.58E-05	2.57E-05	2.54E-05	2.41E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella_sp._6_1_58FAA_CT1;t__Tannerella_sp._6_1_58FAA_CT1_6_1_58FAA_CT1	0.000625355	0.000625334	0.000624561	0.000617748	0.000588138	0.000627065	0.000567036	0.000637387
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Other;s__Other;t__Other	3.80E-06	3.80E-06	3.80E-06	3.69E-06	3.55E-06	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Riemerella;s__Riemerella_anatipestifer;t__Other	7.51E-06	7.51E-06	7.51E-06	7.48E-06	7.10E-06	0	0	0
k__Bacteria;p__Bacteroidetes;c__Other;o__Other;f__Other;g__Other;s__Other;t__Other	7.17E-05	7.17E-05	7.16E-05	7.10E-05	6.76E-05	6.03E-05	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_coagulans;t__Other	1.76E-06	1.76E-06	1.76E-06	1.75E-06	1.64E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Pontibacillus;s__Pontibacillus_litoralis;t__Pontibacillus_litoralis_JSM_072002	1.42E-05	1.42E-05	1.42E-05	1.40E-05	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Other;g__Gemella;s__Gemella_sanguinis;t__Gemella_sanguinis_ATCC_700632	3.06E-06	3.06E-06	3.06E-06	3.05E-06	2.73E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Other;g__Gemella;s__Gemella_sanguinis;t__Gemella_sanguinis_UMB0186	4.08E-06	4.08E-06	4.08E-06	4.06E-06	3.73E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Other;g__Gemella;s__Gemella_sanguinis;t__Other	2.23E-06	2.23E-06	2.22E-06	2.22E-06	2.09E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Other;t__Other	3.34E-06	3.34E-06	3.34E-06	3.33E-06	3.19E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__Other;t__Other	4.26E-06	4.26E-06	4.26E-06	4.25E-06	3.73E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_cecorum;t__Other	2.32E-06	2.32E-06	2.32E-06	2.31E-06	2.09E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_columbae;t__Other	1.76E-06	1.76E-06	1.76E-06	1.75E-06	1.55E-06	2.41E-05	0	6.07E-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis;t__Enterococcus_faecalis_V583	1.58E-06	1.58E-06	1.58E-06	1.57E-06	1.46E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecium;t__Enterococcus_faecium_Aus0004	6.21E-06	6.21E-06	6.21E-06	6.10E-06	5.92E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Other;t__Other	1.56E-05	1.56E-05	1.56E-05	1.54E-05	1.47E-05	1.21E-05	0	3.04E-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_acidophilus;t__Other	1.91E-05	1.91E-05	1.91E-05	1.89E-05	1.78E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_algidus;t__Lactobacillus_algidus_DSM_15638	3.80E-06	3.80E-06	3.80E-06	3.79E-06	3.64E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_aviarius;t__Lactobacillus_aviarius_DSM_20655	3.80E-06	3.80E-06	3.80E-06	3.79E-06	3.64E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crispatus;t__Other	1.26E-05	1.26E-05	1.26E-05	1.25E-05	1.17E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_rhamnosus;t__Other	3.99E-06	3.99E-06	3.99E-06	3.97E-06	3.82E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_rogosae;t__Lactobacillus_rogosae_ATCC_27753	0.000446325	0.00044631	0.000445784	0.000441051	0.000419422	0.000422063	0.000693044	0.000637387
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis;t__Lactobacillus_ruminis_ATCC_25644	0.000510575	0.000510466	0.000509918	0.000504414	0.0004783	0.000434122	0	0.000637387
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis;t__Lactobacillus_ruminis_ATCC_27782	3.75E-05	3.75E-05	3.74E-05	3.71E-05	3.52E-05	2.41E-05	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis;t__Lactobacillus_ruminis_DSM_20403	3.22E-05	3.22E-05	3.22E-05	3.17E-05	2.98E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis;t__Lactobacillus_ruminis_WC1T17	1.06E-05	1.06E-05	1.06E-05	1.05E-05	1.02E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis;t__Other	0.000417861	0.000417847	0.000417332	0.000412233	0.000392395	0.000265297	0	0.000424925
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_sp._HMSC072E07;t__Lactobacillus_sp._HMSC072E07_HMSC072E07	1.95E-06	1.95E-06	1.95E-06	1.94E-06	1.82E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_sp._HMSC077C11;t__Lactobacillus_sp._HMSC077C11_HMSC077C11	2.23E-06	2.23E-06	2.22E-06	2.12E-06	2.00E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Other;t__Other	9.49E-05	9.49E-05	9.46E-05	9.37E-05	8.96E-05	6.03E-05	0.000126008	6.07E-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Other;s__Other;t__Other	1.19E-05	1.19E-05	1.19E-05	1.17E-05	1.10E-05	3.62E-05	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus_pentosaceus;t__Other	7.97E-06	7.97E-06	7.97E-06	7.94E-06	7.46E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Sharpea;s__Sharpea_azabuensis;t__Other	5.66E-06	5.66E-06	5.65E-06	5.63E-06	5.28E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Sharpea;s__Sharpea_azabuensis;t__Sharpea_azabuensis_DSM_18934	3.15E-06	3.15E-06	3.15E-06	3.14E-06	2.82E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__Leuconostoc_gelidum;t__Leuconostoc_gelidum_JB7	3.34E-06	3.34E-06	3.34E-06	3.33E-06	3.00E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Other;g__Other;s__Other;t__Other	6.99E-05	6.97E-05	6.96E-05	6.91E-05	6.59E-05	6.03E-05	0.000189012	0.000151759
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Lactococcus_lactis_229	2.23E-06	2.23E-06	2.22E-06	2.22E-06	2.18E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Lactococcus_lactis_275	3.55E-05	3.55E-05	3.54E-05	3.52E-05	3.34E-05	3.62E-05	0	3.04E-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Lactococcus_lactis_A76	1.67E-05	1.67E-05	1.67E-05	1.65E-05	1.58E-05	2.41E-05	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Lactococcus_lactis_CV56	1.95E-05	1.95E-05	1.95E-05	1.91E-05	1.81E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Lactococcus_lactis_IO-1	2.13E-06	2.13E-06	2.13E-06	2.12E-06	2.09E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Lactococcus_lactis_KLDS_4.0325	2.87E-06	2.87E-06	2.87E-06	2.86E-06	2.73E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Lactococcus_lactis_SK11	4.73E-06	4.73E-06	4.73E-06	4.71E-06	4.46E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Lactococcus_lactis_UC063	8.53E-06	8.53E-06	8.53E-06	8.31E-06	8.01E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Lactococcus_lactis_UC11	3.71E-06	3.71E-06	3.71E-06	3.69E-06	3.37E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Other	0.001052951	0.001052824	0.001051532	0.001039957	0.000989451	0.001350602	0	0.001972866
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_raffinolactis;t__Lactococcus_raffinolactis_4877	1.39E-05	1.39E-05	1.39E-05	1.36E-05	1.30E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Other;t__Other	1.57E-05	1.57E-05	1.57E-05	1.55E-05	1.43E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Other;s__Other;t__Other	3.56E-05	3.56E-05	3.56E-05	3.51E-05	3.35E-05	2.41E-05	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Other;t__Other	0.003647456	0.003647149	0.003643197	0.003603963	0.003430546	0.003557389	0.004410282	0.003429751
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_agalactiae;t__Streptococcus_agalactiae_GBS2-NM	1.26E-05	1.26E-05	1.26E-05	1.25E-05	1.21E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_anginosus;t__Other	2.60E-06	2.60E-06	2.60E-06	2.59E-06	2.46E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_australis;t__Streptococcus_australis_ATCC_700641	2.09E-05	2.09E-05	2.09E-05	2.07E-05	1.98E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_cristatus;t__Streptococcus_cristatus_ATCC_51100	2.04E-06	2.04E-06	2.04E-06	2.03E-06	1.91E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gordonii;t__Other	9.18E-06	9.18E-06	9.18E-06	9.14E-06	8.83E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gordonii;t__Streptococcus_gordonii_Challis_substr._CH1	2.32E-06	2.32E-06	2.32E-06	2.31E-06	2.18E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gordonii;t__Streptococcus_gordonii_FDAARGOS_257	2.60E-06	2.60E-06	2.60E-06	2.59E-06	2.46E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gordonii;t__Streptococcus_gordonii_FDAARGOS_371	2.04E-06	2.04E-06	2.04E-06	2.03E-06	2.00E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_infantis;t__Streptococcus_infantis_ATCC_700779	1.14E-05	1.14E-05	1.14E-05	1.14E-05	1.10E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_infantis;t__Streptococcus_infantis_DD18	2.13E-06	2.13E-06	2.13E-06	2.12E-06	2.00E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_intermedius;t__Other	5.93E-06	5.93E-06	5.93E-06	5.91E-06	5.55E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_macedonicus;t__Other	2.04E-06	2.04E-06	2.04E-06	2.03E-06	1.91E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis;t__Other	1.04E-05	1.04E-05	1.04E-05	1.02E-05	9.46E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis;t__Streptococcus_mitis_B6	3.06E-06	3.06E-06	3.06E-06	2.86E-06	2.82E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis;t__Streptococcus_mitis_OD_310347_11	2.32E-06	2.32E-06	2.32E-06	2.31E-06	2.18E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis;t__Streptococcus_mitis_RH_17439_08	2.41E-06	2.41E-06	2.41E-06	2.40E-06	2.00E-06	0	0	0
